Easting,Northing,Elevation
413120,312820,37.0
413540,312820,47.3
413960,312820,59.5
414380,312820,73.2
414800,312820,87.9
415220,312820,102.9
415640,312820,117.6
416060,312820,131.4
416480,312820,143.5
416900,312820,153.5
417320,312820,160.8
417740,312820,165.1
418160,312820,166.1
418580,312820,163.6
419000,312820,157.8
419420,312820,148.7
419840,312820,136.7
420260,312820,122.2
420680,312820,105.7
421100,312820,87.9
421520,312820,69.3
421940,312820,50.7
422360,312820,32.8
422780,312820,16.1
423200,312820,1.3
423620,312820,0
424040,312820,0
424460,312820,0
424880,312820,0
425300,312820,0
425720,312820,0
426140,312820,0
426560,312820,0
426980,312820,0
398000,313240,0
398420,313240,0
398840,313240,0
399260,313240,0
399680,313240,0
400100,313240,0
400520,313240,0
400940,313240,0
401360,313240,0
401780,313240,0
402200,313240,0
402620,313240,0
403040,313240,0
403460,313240,0
403880,313240,0
404300,313240,0
404720,313240,10.3
405140,313240,25.3
405560,313240,38.4
405980,313240,49.2
406400,313240,57.4
406820,313240,62.8
407240,313240,65.6
407660,313240,65.9
408080,313240,64.0
408500,313240,60.3
408920,313240,55.2
409340,313240,49.3
409760,313240,43.3
410180,313240,37.6
410600,313240,32.9
411020,313240,29.8
411440,313240,28.5
411860,313240,29.5
412280,313240,33.0
412700,313240,38.9
413120,313240,47.3
413540,313240,58.0
413960,313240,70.5
414380,313240,84.5
414800,313240,99.4
415220,313240,114.5
415640,313240,129.4
416060,313240,143.2
416480,313240,155.4
416900,313240,165.3
417320,313240,172.6
417740,313240,176.8
418160,313240,177.6
418580,313240,175.0
419000,313240,168.9
419420,313240,159.5
419840,313240,147.2
420260,313240,132.3
420680,313240,115.4
421100,313240,97.2
421520,313240,78.1
421940,313240,59.1
422360,313240,40.6
422780,313240,23.4
423200,313240,8.0
423620,313240,0
424040,313240,0
424460,313240,0
424880,313240,0
425300,313240,0
425720,313240,0
426140,313240,0
426560,313240,0
426980,313240,0
398000,313660,0
398420,313660,0
398840,313660,0
399260,313660,0
399680,313660,0
400100,313660,0
400520,313660,0
400940,313660,0
401360,313660,0
401780,313660,0
402200,313660,0
402620,313660,0
403040,313660,0
403460,313660,0
403880,313660,0
404300,313660,0
404720,313660,11.1
405140,313660,26.6
405560,313660,40.1
405980,313660,51.3
406400,313660,60.0
406820,313660,66.0
407240,313660,69.3
407660,313660,70.1
408080,313660,68.7
408500,313660,65.5
408920,313660,60.9
409340,313660,55.6
409760,313660,50.0
410180,313660,44.9
410600,313660,40.7
411020,313660,38.0
411440,313660,37.2
411860,313660,38.6
412280,313660,42.5
412700,313660,48.8
413120,313660,57.5
413540,313660,68.5
413960,313660,81.3
414380,313660,95.5
414800,313660,110.6
415220,313660,125.9
415640,313660,140.9
416060,313660,154.8
416480,313660,167.0
416900,313660,176.9
417320,313660,184.1
417740,313660,188.2
418160,313660,188.9
418580,313660,186.1
419000,313660,179.8
419420,313660,170.2
419840,313660,157.6
420260,313660,142.4
420680,313660,125.1
421100,313660,106.4
421520,313660,87.0
421940,313660,67.5
422360,313660,48.6
422780,313660,30.9
423200,313660,15.0
423620,313660,1.3
424040,313660,0
424460,313660,0
424880,313660,0
425300,313660,0
425720,313660,0
426140,313660,0
426560,313660,0
426980,313660,0
398000,314080,0
398420,314080,0
398840,314080,0
399260,314080,0
399680,314080,0
400100,314080,0
400520,314080,0
400940,314080,0
401360,314080,0
401780,314080,0
402200,314080,0
402620,314080,0
403040,314080,0
403460,314080,0
403880,314080,0
404300,314080,0
404720,314080,12.7
405140,314080,28.6
405560,314080,42.5
405980,314080,54.1
406400,314080,63.2
406820,314080,69.6
407240,314080,73.4
407660,314080,74.6
408080,314080,73.7
408500,314080,70.9
408920,314080,66.8
409340,314080,62.0
409760,314080,56.9
410180,314080,52.2
410600,314080,48.4
411020,314080,46.2
411440,314080,45.8
411860,314080,47.6
412280,314080,51.8
412700,314080,58.4
413120,314080,67.5
413540,314080,78.7
413960,314080,91.7
414380,314080,106.2
414800,314080,121.4
415220,314080,136.9
415640,314080,151.9
416060,314080,165.9
416480,314080,178.1
416900,314080,188.1
417320,314080,195.2
417740,314080,199.2
418160,314080,199.8
418580,314080,196.8
419000,314080,190.3
419420,314080,180.5
419840,314080,167.6
420260,314080,152.1
420680,314080,134.6
421100,314080,115.5
421520,314080,95.7
421940,314080,75.8
422360,314080,56.5
422780,314080,38.4
423200,314080,22.1
423620,314080,8.0
424040,314080,0
424460,314080,0
424880,314080,0
425300,314080,0
425720,314080,0
426140,314080,0
426560,314080,0
426980,314080,0
398000,314500,0
398420,314500,0
398840,314500,0
399260,314500,0
399680,314500,0
400100,314500,0
400520,314500,0
400940,314500,0
401360,314500,0
401780,314500,0
402200,314500,0
402620,314500,0
403040,314500,0
403460,314500,0
403880,314500,0
404300,314500,0
404720,314500,15.0
405140,314500,31.1
405560,314500,45.3
405980,314500,57.3
406400,314500,66.8
406820,314500,73.6
407240,314500,77.7
407660,314500,79.4
408080,314500,78.8
408500,314500,76.5
408920,314500,72.8
409340,314500,68.3
409760,314500,63.6
410180,314500,59.3
410600,314500,56.0
411020,314500,54.0
411440,314500,54.0
411860,314500,56.1
412280,314500,60.6
412700,314500,67.6
413120,314500,76.9
413540,314500,88.3
413960,314500,101.6
414380,314500,116.2
414800,314500,131.6
415220,314500,147.2
415640,314500,162.3
416060,314500,176.3
416480,314500,188.6
416900,314500,198.5
417320,314500,205.7
417740,314500,209.6
418160,314500,210.0
418580,314500,206.9
419000,314500,200.3
419420,314500,190.2
419840,314500,177.1
420260,314500,161.4
420680,314500,143.6
421100,314500,124.2
421520,314500,104.1
421940,314500,83.9
422360,314500,64.2
422780,314500,45.7
423200,314500,29.0
423620,314500,14.5
424040,314500,2.6
424460,314500,0
424880,314500,0
425300,314500,0
425720,314500,0
426140,314500,0
426560,314500,0
426980,314500,0
398000,314920,0
398420,314920,0
398840,314920,0
399260,314920,0
399680,314920,0
400100,314920,0
400520,314920,0
400940,314920,0
401360,314920,0
401780,314920,0
402200,314920,0
402620,314920,0
403040,314920,0
403460,314920,0
403880,314920,0
404300,314920,0
404720,314920,17.6
405140,314920,34.0
405560,314920,48.6
405980,314920,60.8
406400,314920,70.6
406820,314920,77.7
407240,314920,82.2
407660,314920,84.2
408080,314920,84.0
408500,314920,82.0
408920,314920,78.6
409340,314920,74.5
409760,314920,70.1
410180,314920,66.1
410600,314920,63.1
411020,314920,61.4
411440,314920,61.7
411860,314920,64.1
412280,314920,68.8
412700,314920,76.0
413120,314920,85.6
413540,314920,97.2
413960,314920,110.6
414380,314920,125.4
414800,314920,140.9
415220,314920,156.6
415640,314920,171.8
416060,314920,185.9
416480,314920,198.2
416900,314920,208.1
417320,314920,215.2
417740,314920,219.0
418160,314920,219.4
418580,314920,216.2
419000,314920,209.4
419420,314920,199.2
419840,314920,185.9
420260,314920,169.9
420680,314920,151.9
421100,314920,132.3
421520,314920,111.9
421940,314920,91.4
422360,314920,71.4
422780,314920,52.7
423200,314920,35.6
423620,314920,20.8
424040,314920,8.5
424460,314920,0
424880,314920,0
425300,314920,0
425720,314920,0
426140,314920,0
426560,314920,0
426980,314920,0
398000,315340,0
398420,315340,0
398840,315340,0
399260,315340,0
399680,315340,0
400100,315340,0
400520,315340,0
400940,315340,0
401360,315340,0
401780,315340,0
402200,315340,0
402620,315340,0
403040,315340,0
403460,315340,0
403880,315340,0
404300,315340,2.7
404720,315340,20.6
405140,315340,37.2
405560,315340,52.0
405980,315340,64.5
406400,315340,74.5
406820,315340,81.8
407240,315340,86.6
407660,315340,88.8
408080,315340,88.9
408500,315340,87.1
408920,315340,84.1
409340,315340,80.2
409760,315340,76.1
410180,315340,72.4
410600,315340,69.5
411020,315340,68.2
411440,315340,68.6
411860,315340,71.2
412280,315340,76.2
412700,315340,83.6
413120,315340,93.3
413540,315340,105.1
413960,315340,118.7
414380,315340,133.5
414800,315340,149.2
415220,315340,164.9
415640,315340,180.2
416060,315340,194.3
416480,315340,206.6
416900,315340,216.5
417320,315340,223.6
417740,315340,227.4
418160,315340,227.7
418580,315340,224.4
419000,315340,217.5
419420,315340,207.1
419840,315340,193.7
420260,315340,177.6
420680,315340,159.3
421100,315340,139.6
421520,315340,119.0
421940,315340,98.3
422360,315340,78.0
422780,315340,59.0
423200,315340,41.7
423620,315340,26.6
424040,315340,14.1
424460,315340,4.4
424880,315340,0
425300,315340,0
425720,315340,0
426140,315340,0
426560,315340,0
426980,315340,0
398000,315760,0
398420,315760,0
398840,315760,0
399260,315760,0
399680,315760,0
400100,315760,0
400520,315760,0
400940,315760,0
401360,315760,0
401780,315760,0
402200,315760,0
402620,315760,0
403040,315760,0
403460,315760,0
403880,315760,0
404300,315760,5.6
404720,315760,23.7
405140,315760,40.5
405560,315760,55.4
405980,315760,68.1
406400,315760,78.3
406820,315760,85.8
407240,315760,90.7
407660,315760,93.2
408080,315760,93.4
408500,315760,91.9
408920,315760,89.0
409340,315760,85.3
409760,315760,81.4
410180,315760,77.9
410600,315760,75.2
411020,315760,74.0
411440,315760,74.7
411860,315760,77.5
412280,315760,82.6
412700,315760,90.1
413120,315760,99.9
413540,315760,111.8
413960,315760,125.5
414380,315760,140.5
414800,315760,156.2
415220,315760,172.0
415640,315760,187.3
416060,315760,201.4
416480,315760,213.7
416900,315760,223.7
417320,315760,230.7
417740,315760,234.5
418160,315760,234.7
418580,315760,231.4
419000,315760,224.4
419420,315760,213.9
419840,315760,200.4
420260,315760,184.1
420680,315760,165.8
421100,315760,145.9
421520,315760,125.1
421940,315760,104.2
422360,315760,83.8
422780,315760,64.6
423200,315760,47.1
423620,315760,31.8
424040,315760,19.1
424460,315760,9.2
424880,315760,2.2
425300,315760,0
425720,315760,0
426140,315760,0
426560,315760,0
426980,315760,3.4
398000,316180,0
398420,316180,0
398840,316180,0
399260,316180,0
399680,316180,0
400100,316180,0
400520,316180,0
400940,316180,0
401360,316180,0
401780,316180,0
402200,316180,0
402620,316180,0
403040,316180,0
403460,316180,0
403880,316180,0
404300,316180,8.7
404720,316180,26.8
405140,316180,43.7
405560,316180,58.7
405980,316180,71.5
406400,316180,81.8
406820,316180,89.5
407240,316180,94.5
407660,316180,97.1
408080,316180,97.5
408500,316180,96.0
408920,316180,93.3
409340,316180,89.7
409760,316180,85.9
410180,316180,82.5
410600,316180,80.0
411020,316180,78.9
411440,316180,79.6
411860,316180,82.5
412280,316180,87.7
412700,316180,95.3
413120,316180,105.2
413540,316180,117.2
413960,316180,131.0
414380,316180,146.0
414800,316180,161.7
415220,316180,177.6
415640,316180,192.9
416060,316180,207.1
416480,316180,219.4
416900,316180,229.3
417320,316180,236.3
417740,316180,240.1
418160,316180,240.3
418580,316180,236.9
419000,316180,229.8
419420,316180,219.4
419840,316180,205.7
420260,316180,189.4
420680,316180,171.0
421100,316180,151.0
421520,316180,130.1
421940,316180,109.1
422360,316180,88.6
422780,316180,69.3
423200,316180,51.7
423620,316180,36.3
424040,316180,23.5
424460,316180,13.4
424880,316180,6.2
425300,316180,1.9
425720,316180,0.1
426140,316180,0.7
426560,316180,3.1
426980,316180,6.9
398000,316600,0
398420,316600,0
398840,316600,0
399260,316600,0
399680,316600,0
400100,316600,0
400520,316600,0
400940,316600,0
401360,316600,0
401780,316600,0
402200,316600,0
402620,316600,0
403040,316600,0
403460,316600,0
403880,316600,0
404300,316600,11.6
404720,316600,29.8
405140,316600,46.7
405560,316600,61.8
405980,316600,74.6
406400,316600,85.0
406820,316600,92.7
407240,316600,97.8
407660,316600,100.4
408080,316600,100.8
408500,316600,99.4
408920,316600,96.7
409340,316600,93.2
409760,316600,89.5
410180,316600,86.1
410600,316600,83.6
411020,316600,82.6
411440,316600,83.4
411860,316600,86.3
412280,316600,91.5
412700,316600,99.2
413120,316600,109.1
413540,316600,121.1
413960,316600,134.9
414380,316600,149.9
414800,316600,165.7
415220,316600,181.6
415640,316600,196.9
416060,316600,211.1
416480,316600,223.4
416900,316600,233.3
417320,316600,240.3
417740,316600,244.1
418160,316600,244.3
418580,316600,240.9
419000,316600,233.8
419420,316600,223.3
419840,316600,209.6
420260,316600,193.3
420680,316600,174.8
421100,316600,154.8
421520,316600,133.9
421940,316600,112.8
422360,316600,92.3
422780,316600,72.9
423200,316600,55.3
423620,316600,39.8
424040,316600,26.9
424460,316600,16.8
424880,316600,9.6
425300,316600,5.2
425720,316600,3.4
426140,316600,3.9
426560,316600,6.3
426980,316600,10.0
398000,317020,0
398420,317020,0
398840,317020,0
399260,317020,0
399680,317020,0
400100,317020,0
400520,317020,0
400940,317020,0
401360,317020,0
401780,317020,0
402200,317020,0
402620,317020,0
403040,317020,0
403460,317020,0
403880,317020,0
404300,317020,14.4
404720,317020,32.6
405140,317020,49.5
405560,317020,64.5
405980,317020,77.3
406400,317020,87.6
406820,317020,95.3
407240,317020,100.4
407660,317020,103.0
408080,317020,103.4
408500,317020,102.0
408920,317020,99.3
409340,317020,95.7
409760,317020,92.0
410180,317020,88.6
410600,317020,86.1
411020,317020,85.0
411440,317020,85.8
411860,317020,88.7
412280,317020,93.9
412700,317020,101.5
413120,317020,111.4
413540,317020,123.4
413960,317020,137.2
414380,317020,152.2
414800,317020,168.0
415220,317020,183.9
415640,317020,199.2
416060,317020,213.3
416480,317020,225.7
416900,317020,235.6
417320,317020,242.6
417740,317020,246.4
418160,317020,246.6
418580,317020,243.1
419000,317020,236.1
419420,317020,225.6
419840,317020,211.9
420260,317020,195.6
420680,317020,177.1
421100,317020,157.1
421520,317020,136.3
421940,317020,115.2
422360,317020,94.7
422780,317020,75.4
423200,317020,57.7
423620,317020,42.3
424040,317020,29.5
424460,317020,19.4
424880,317020,12.2
425300,317020,7.8
425720,317020,6.0
426140,317020,6.5
426560,317020,8.9
426980,317020,12.7
398000,317440,0
398420,317440,0
398840,317440,0
399260,317440,0
399680,317440,0
400100,317440,0
400520,317440,0
400940,317440,0
401360,317440,0
401780,317440,0
402200,317440,0
402620,317440,0
403040,317440,0
403460,317440,0
403880,317440,0
404300,317440,16.9
404720,317440,35.0
405140,317440,51.8
405560,317440,66.8
405980,317440,79.5
406400,317440,89.7
406820,317440,97.3
407240,317440,102.3
407660,317440,104.8
408080,317440,105.1
408500,317440,103.6
408920,317440,100.8
409340,317440,97.1
409760,317440,93.3
410180,317440,89.8
410600,317440,87.2
411020,317440,86.0
411440,317440,86.7
411860,317440,89.5
412280,317440,94.7
412700,317440,102.3
413120,317440,112.1
413540,317440,124.1
413960,317440,137.8
414380,317440,152.7
414800,317440,168.5
415220,317440,184.3
415640,317440,199.6
416060,317440,213.8
416480,317440,226.1
416900,317440,236.0
417320,317440,243.0
417740,317440,246.8
418160,317440,247.0
418580,317440,243.6
419000,317440,236.6
419420,317440,226.2
419840,317440,212.6
420260,317440,196.3
420680,317440,177.9
421100,317440,158.0
421520,317440,137.2
421940,317440,116.2
422360,317440,95.8
422780,317440,76.5
423200,317440,59.0
423620,317440,43.7
424040,317440,30.9
424460,317440,20.9
424880,317440,13.8
425300,317440,9.5
425720,317440,7.9
426140,317440,8.5
426560,317440,11.0
426980,317440,14.9
398000,317860,0
398420,317860,0
398840,317860,0
399260,317860,0
399680,317860,0
400100,317860,0
400520,317860,0
400940,317860,0
401360,317860,0
401780,317860,0
402200,317860,0
402620,317860,0
403040,317860,0
403460,317860,0
403880,317860,0.3
404300,317860,19.1
404720,317860,37.1
405140,317860,53.7
405560,317860,68.5
405980,317860,81.1
406400,317860,91.2
406820,317860,98.6
407240,317860,103.4
407660,317860,105.8
408080,317860,105.9
408500,317860,104.2
408920,317860,101.2
409340,317860,97.4
409760,317860,93.4
410180,317860,89.7
410600,317860,87.0
411020,317860,85.7
411440,317860,86.2
411860,317860,88.9
412280,317860,93.9
412700,317860,101.4
413120,317860,111.1
413540,317860,123.0
413960,317860,136.6
414380,317860,151.5
414800,317860,167.1
415220,317860,182.9
415640,317860,198.2
416060,317860,212.3
416480,317860,224.6
416900,317860,234.5
417320,317860,241.6
417740,317860,245.4
418160,317860,245.7
418580,317860,242.3
419000,317860,235.4
419420,317860,225.0
419840,317860,211.5
420260,317860,195.4
420680,317860,177.1
421100,317860,157.3
421520,317860,136.6
421940,317860,115.8
422360,317860,95.5
422780,317860,76.4
423200,317860,59.1
423620,317860,43.9
424040,317860,31.3
424460,317860,21.5
424880,317860,14.6
425300,317860,10.4
425720,317860,8.9
426140,317860,9.7
426560,317860,12.4
426980,317860,16.4
398000,318280,0
398420,318280,0
398840,318280,0
399260,318280,0
399680,318280,0
400100,318280,0
400520,318280,0
400940,318280,0
401360,318280,0
401780,318280,0
402200,318280,0
402620,318280,0
403040,318280,0
403460,318280,0
403880,318280,2.3
404300,318280,20.9
404720,318280,38.7
405140,318280,55.2
405560,318280,69.8
405980,318280,82.1
406400,318280,92.0
406820,318280,99.2
407240,318280,103.8
407660,318280,105.9
408080,318280,105.8
408500,318280,103.8
408920,318280,100.6
409340,318280,96.5
409760,318280,92.3
410180,318280,88.4
410600,318280,85.4
411020,318280,83.9
411440,318280,84.2
411860,318280,86.7
412280,318280,91.6
412700,318280,98.8
413120,318280,108.4
413540,318280,120.1
413960,318280,133.6
414380,318280,148.4
414800,318280,164.0
415220,318280,179.7
415640,318280,194.9
416060,318280,209.0
416480,318280,221.3
416900,318280,231.2
417320,318280,238.3
417740,318280,242.1
418160,318280,242.5
418580,318280,239.2
419000,318280,232.4
419420,318280,222.1
419840,318280,208.8
420260,318280,192.8
420680,318280,174.6
421100,318280,155.0
421520,318280,134.5
421940,318280,113.9
422360,318280,93.9
422780,318280,75.0
423200,318280,57.8
423620,318280,42.9
424040,318280,30.6
424460,318280,21.0
424880,318280,14.3
425300,318280,10.4
425720,318280,9.2
426140,318280,10.2
426560,318280,13.1
426980,318280,17.3
398000,318700,0
398420,318700,0
398840,318700,0
399260,318700,0
399680,318700,0
400100,318700,0
400520,318700,0
400940,318700,0
401360,318700,0
401780,318700,0
402200,318700,0
402620,318700,0
403040,318700,0
403460,318700,0
403880,318700,3.9
404300,318700,22.3
404720,318700,39.9
405140,318700,56.1
405560,318700,70.5
405980,318700,82.6
406400,318700,92.1
406820,318700,99.0
407240,318700,103.3
407660,318700,105.1
408080,318700,104.7
408500,318700,102.5
408920,318700,98.9
409340,318700,94.5
409760,318700,90.0
410180,318700,85.8
410600,318700,82.5
411020,318700,80.7
411440,318700,80.8
411860,318700,83.0
412280,318700,87.6
412700,318700,94.6
413120,318700,104.0
413540,318700,115.6
413960,318700,128.9
414380,318700,143.5
414800,318700,159.0
415220,318700,174.6
415640,318700,189.8
416060,318700,203.8
416480,318700,216.1
416900,318700,226.0
417320,318700,233.1
417740,318700,237.0
418160,318700,237.5
418580,318700,234.3
419000,318700,227.6
419420,318700,217.5
419840,318700,204.3
420260,318700,188.5
420680,318700,170.6
421100,318700,151.2
421520,318700,131.0
421940,318700,110.6
422360,318700,90.8
422780,318700,72.2
423200,318700,55.4
423620,318700,40.8
424040,318700,28.7
424460,318700,19.5
424880,318700,13.1
425300,318700,9.5
425720,318700,8.6
426140,318700,9.9
426560,318700,13.1
426980,318700,17.6
398000,319120,0
398420,319120,0
398840,319120,0
399260,319120,0
399680,319120,0
400100,319120,0
400520,319120,0
400940,319120,0
401360,319120,0
401780,319120,0
402200,319120,0
402620,319120,0
403040,319120,0
403460,319120,0
403880,319120,5.2
404300,319120,23.4
404720,319120,40.7
405140,319120,56.6
405560,319120,70.7
405980,319120,82.4
406400,319120,91.6
406820,319120,98.2
407240,319120,102.1
407660,319120,103.5
408080,319120,102.7
408500,319120,100.1
408920,319120,96.2
409340,319120,91.4
409760,319120,86.5
410180,319120,81.9
410600,319120,78.3
411020,319120,76.2
411440,319120,75.9
411860,319120,77.8
412280,319120,82.1
412700,319120,88.9
413120,319120,98.0
413540,319120,109.4
413960,319120,122.5
414380,319120,137.0
414800,319120,152.3
415220,319120,167.8
415640,319120,182.9
416060,319120,196.8
416480,319120,209.1
416900,319120,219.0
417320,319120,226.2
417740,319120,230.2
418160,319120,230.7
418580,319120,227.7
419000,319120,221.1
419420,319120,211.2
419840,319120,198.2
420260,319120,182.6
420680,319120,165.0
421100,319120,145.9
421520,319120,125.9
421940,319120,105.9
422360,319120,86.5
422780,319120,68.2
423200,319120,51.7
423620,319120,37.5
424040,319120,25.8
424460,319120,16.9
424880,319120,10.9
425300,319120,7.8
425720,319120,7.2
426140,319120,8.9
426560,319120,12.4
426980,319120,17.3
398000,319540,0
398420,319540,0
398840,319540,0
399260,319540,0
399680,319540,0
400100,319540,0
400520,319540,0
400940,319540,0
401360,319540,0
401780,319540,0
402200,319540,0
402620,319540,0
403040,319540,0
403460,319540,0
403880,319540,6.3
404300,319540,24.2
404720,319540,41.2
405140,319540,56.7
405560,319540,70.4
405980,319540,81.8
406400,319540,90.6
406820,319540,96.7
407240,319540,100.2
407660,319540,101.2
408080,319540,99.9
408500,319540,96.9
408920,319540,92.5
409340,319540,87.3
409760,319540,81.9
410180,319540,77.0
410600,319540,72.9
411020,319540,70.4
411440,319540,69.7
411860,319540,71.3
412280,319540,75.3
412700,319540,81.7
413120,319540,90.6
413540,319540,101.6
413960,319540,114.5
414380,319540,128.8
414800,319540,143.9
415220,319540,159.3
415640,319540,174.3
416060,319540,188.2
416480,319540,200.4
416900,319540,210.4
417320,319540,217.6
417740,319540,221.6
418160,319540,222.3
418580,319540,219.4
419000,319540,213.0
419420,319540,203.3
419840,319540,190.6
420260,319540,175.3
420680,319540,158.0
421100,319540,139.2
421520,319540,119.6
421940,319540,100.0
422360,319540,80.9
422780,319540,63.1
423200,319540,47.0
423620,319540,33.2
424040,319540,21.9
424460,319540,13.5
424880,319540,8.0
425300,319540,5.2
425720,319540,5.1
426140,319540,7.2
426560,319540,11.2
426980,319540,16.5
398000,319960,0
398420,319960,0
398840,319960,0
399260,319960,0
399680,319960,0
400100,319960,0
400520,319960,0
400940,319960,0
401360,319960,0
401780,319960,0
402200,319960,0
402620,319960,0
403040,319960,0
403460,319960,0
403880,319960,7.2
404300,319960,24.7
404720,319960,41.4
405140,319960,56.5
405560,319960,69.8
405980,319960,80.7
406400,319960,89.1
406820,319960,94.7
407240,319960,97.7
407660,319960,98.2
408080,319960,96.4
408500,319960,92.9
408920,319960,88.0
409340,319960,82.3
409760,319960,76.4
410180,319960,71.0
410600,319960,66.5
411020,319960,63.5
411440,319960,62.4
411860,319960,63.5
412280,319960,67.1
412700,319960,73.2
413120,319960,81.7
413540,319960,92.5
413960,319960,105.1
414380,319960,119.2
414800,319960,134.1
415220,319960,149.4
415640,319960,164.2
416060,319960,178.1
416480,319960,190.3
416900,319960,200.2
417320,319960,207.5
417740,319960,211.6
418160,319960,212.4
418580,319960,209.7
419000,319960,203.5
419420,319960,194.1
419840,319960,181.7
420260,319960,166.7
420680,319960,149.7
421100,319960,131.2
421520,319960,112.1
421940,319960,92.8
422360,319960,74.2
422780,319960,56.9
423200,319960,41.3
423620,319960,27.9
424040,319960,17.2
424460,319960,9.3
424880,319960,4.2
425300,319960,2.0
425720,319960,2.4
426140,319960,5.0
426560,319960,9.5
426980,319960,15.2
398000,320380,0
398420,320380,0
398840,320380,0
399260,320380,0
399680,320380,0
400100,320380,0
400520,320380,0
400940,320380,0
401360,320380,0
401780,320380,0
402200,320380,0
402620,320380,0
403040,320380,0
403460,320380,0
403880,320380,8.1
404300,320380,25.2
404720,320380,41.4
405140,320380,56.1
405560,320380,68.9
405980,320380,79.3
406400,320380,87.2
406820,320380,92.3
407240,320380,94.7
407660,320380,94.7
408080,320380,92.4
408500,320380,88.2
408920,320380,82.8
409340,320380,76.5
409760,320380,70.1
410180,320380,64.1
410600,320380,59.1
411020,320380,55.6
411440,320380,54.0
411860,320380,54.7
412280,320380,57.9
412700,320380,63.6
413120,320380,71.7
413540,320380,82.1
413960,320380,94.5
414380,320380,108.3
414800,320380,123.0
415220,320380,138.1
415640,320380,152.8
416060,320380,166.6
416480,320380,178.8
416900,320380,188.7
417320,320380,196.0
417740,320380,200.3
418160,320380,201.2
418580,320380,198.7
419000,320380,192.8
419420,320380,183.6
419840,320380,171.5
420260,320380,156.8
420680,320380,140.2
421100,320380,122.2
421520,320380,103.5
421940,320380,84.7
422360,320380,66.6
422780,320380,49.8
423200,320380,34.7
423620,320380,21.9
424040,320380,11.7
424460,320380,4.4
424880,320380,0
425300,320380,0
425720,320380,0
426140,320380,2.3
426560,320380,7.3
426980,320380,13.6
398000,320800,0
398420,320800,0
398840,320800,0
399260,320800,0
399680,320800,0
400100,320800,0
400520,320800,0
400940,320800,0
401360,320800,0
401780,320800,0
402200,320800,0
402620,320800,0
403040,320800,0
403460,320800,0
403880,320800,8.9
404300,320800,25.6
404720,320800,41.4
405140,320800,55.6
405560,320800,67.9
405980,320800,77.8
406400,320800,85.0
406820,320800,89.6
407240,320800,91.4
407660,320800,90.7
408080,320800,87.8
408500,320800,83.1
408920,320800,77.0
409340,320800,70.2
409760,320800,63.1
410180,320800,56.5
410600,320800,51.0
411020,320800,46.9
411440,320800,44.8
411860,320800,45.0
412280,320800,47.7
412700,320800,52.9
413120,320800,60.7
413540,320800,70.7
413960,320800,82.8
414380,320800,96.3
414800,320800,110.8
415220,320800,125.7
415640,320800,140.3
416060,320800,154.0
416480,320800,166.1
416900,320800,176.1
417320,320800,183.5
417740,320800,187.8
418160,320800,188.9
418580,320800,186.6
419000,320800,180.9
419420,320800,172.1
419840,320800,160.3
420260,320800,146.0
420680,320800,129.8
421100,320800,112.3
421520,320800,94.0
421940,320800,75.8
422360,320800,58.2
422780,320800,41.9
423200,320800,27.5
423620,320800,15.3
424040,320800,5.7
424460,320800,0
424880,320800,0
425300,320800,0
425720,320800,0
426140,320800,0
426560,320800,4.9
426980,320800,11.8
398000,321220,0
398420,321220,0
398840,321220,0
399260,321220,0
399680,321220,0
400100,321220,0
400520,321220,0
400940,321220,0
401360,321220,0
401780,321220,0
402200,321220,0
402620,321220,0
403040,321220,0
403460,321220,0
403880,321220,9.9
404300,321220,26.1
404720,321220,41.4
405140,321220,55.1
405560,321220,66.8
405980,321220,76.1
406400,321220,82.8
406820,321220,86.7
407240,321220,87.9
407660,321220,86.6
408080,321220,83.0
408500,321220,77.6
408920,321220,70.9
409340,321220,63.4
409760,321220,55.7
410180,321220,48.5
410600,321220,42.3
411020,321220,37.6
411440,321220,34.9
411860,321220,34.6
412280,321220,36.8
412700,321220,41.5
413120,321220,48.9
413540,321220,58.5
413960,321220,70.2
414380,321220,83.4
414800,321220,97.7
415220,321220,112.4
415640,321220,126.9
416060,321220,140.5
416480,321220,152.5
416900,321220,162.5
417320,321220,170.0
417740,321220,174.5
418160,321220,175.7
418580,321220,173.6
419000,321220,168.2
419420,321220,159.7
419840,321220,148.3
420260,321220,134.4
420680,321220,118.7
421100,321220,101.6
421520,321220,83.9
421940,321220,66.2
422360,321220,49.2
422780,321220,33.6
423200,321220,19.7
423620,321220,8.2
424040,321220,0
424460,321220,0
424880,321220,0
425300,321220,0
425720,321220,0
426140,321220,0
426560,321220,2.4
426980,321220,9.9
398000,321640,0
398420,321640,0
398840,321640,0
399260,321640,0
399680,321640,0
400100,321640,0
400520,321640,0
400940,321640,0
401360,321640,0
401780,321640,0
402200,321640,0
402620,321640,0
403040,321640,0
403460,321640,0
403880,321640,11.1
404300,321640,26.9
404720,321640,41.7
405140,321640,54.8
405560,321640,65.9
405980,321640,74.6
406400,321640,80.7
406820,321640,83.9
407240,321640,84.4
407660,321640,82.4
408080,321640,78.1
408500,321640,72.0
408920,321640,64.5
409340,321640,56.3
409760,321640,48.0
410180,321640,40.1
410600,321640,33.2
411020,321640,27.9
411440,321640,24.6
411860,321640,23.7
412280,321640,25.3
412700,321640,29.6
413120,321640,36.5
413540,321640,45.7
413960,321640,57.1
414380,321640,70.0
414800,321640,84.0
